"x";"y";"vx";"vy";"t"
-5.55933333333333;48.0641666666667;-7.27486910235656;18.9516819456279;0
-5.5705;48.0831666666667;-6.38113595155468;18.5321644424333;245
-5.57733333333333;48.0948333333333;-6.80620072171047;18.6998827951753;366
-5.5855;48.1091666666667;-6.47880614950304;18.8158192937397;532
-5.59116666666667;48.1193333333333;-6.41369289119479;18.62671666068;656
-5.60166666666667;48.1376666666667;-6.73779708445633;18.511945346411;900
-5.6085;48.1498333333333;-6.70359493965343;18.4179757258681;1020
-5.6155;48.1621666666667;-6.38113595155468;18.5321644424333;1166
-5.61966666666667;48.1736666666667;-3.43823378532219;19.499192758293;1294
-5.623;48.1845;-3.45559866933041;19.5976739092686;1403
-5.62666666666667;48.1956666666667;-3.45559866933041;19.5976739092686;1533
-5.63033333333333;48.2065;-4.13744256796141;19.465136881469;1674
-5.6345;48.2195;-3.47296355333863;19.6961550602442;1809
-5.63883333333333;48.233;-3.42086923252159;19.4007134856892;1941
-5.64333333333333;48.247;-3.79709893520538;19.5343805761475;2109
-5.65066666666667;48.2688333333333;-3.52505787415566;19.9915966347991;2344
-5.65483333333333;48.2813333333333;-3.85434185218191;19.8288698545649;2495
-5.662;48.3031666666667;-3.87342246056815;19.9270310750655;2748
-5.66733333333333;48.3196666666667;-3.87342246056815;19.9270310750655;2920
-5.67133333333333;48.3316666666667;-3.85434185218191;19.8288698545649;3065
-5.67466666666667;48.3433333333333;-3.14433280698366;19.8525360227355;3158
-5.67733333333333;48.3538333333333;-3.20690653332474;20.2476109822003;3289
-5.698;48.4421666666667;-2.47394757814558;20.1486861210662;4250
-5.7005;48.4545;-2.16373926938931;20.5866039928832;4365
-5.70283333333333;48.4665;-2.5226955014655;20.545706096228;4512
-5.7055;48.4806666666667;-2.18464484241951;20.7855072338169;4661
-5.7085;48.4961666666667;-1.80412394137108;20.6212310105354;4793
-5.71016666666667;48.5081666666667;-1.08335433415811;20.6716321313136;4948
-5.71183333333333;48.5213333333333;-0.72241960836797;20.68739088177;5072
-5.71316666666667;48.5345;-0.715439682401267;20.4875119538915;5221
-5.71383333333333;48.5465;0.361264826566898;20.6968480525606;5339
-5.7135;48.5586666666667;0.73288943075252;20.987207367401;5451
-5.7125;48.5718333333333;2.13238061078569;20.2882462861328;5593
-5.71083333333333;48.5836666666667;4.19981631314277;19.7585822810903;5714
-5.70483333333333;48.5946666666667;8.94277122727186;18.3353982016403;5848
-5.69616666666667;48.6063333333333;9.71806170784632;18.2770158458153;5999
-5.68783333333333;48.6168333333333;9.67111437247854;18.1887207497117;6104
-5.67833333333333;48.6288333333333;9.67111437247854;18.1887207497117;6270
-5.666;48.6445;9.53380049453048;18.7111370079557;6433
-5.65716666666667;48.6555;10.1810020251731;18.3670138499273;6574
-5.65466666666667;48.6585;10.1999998092651;17.6669179068401;6610
-5.63583333333333;48.6816666666667;10.1810020251731;18.3670138499273;6874
-5.622;48.699;9.76500814776815;18.3653092578301;7079
-5.613;48.71;9.89011606808508;17.8422416920027;7231
-5.60383333333333;48.721;9.89011606808508;17.8422416920027;7350
-5.59466666666667;48.7321666666667;10.3000001907349;17.8401236483219;7480
-5.58533333333333;48.7423333333333;11.4634545211503;16.9952702373784;7610
-5.5575;48.761;16.9952702373784;11.4634545211503;7891
-5.5425;48.7675;17.5545962374474;10.9693291739237;8013
-5.52216666666667;48.7758333333333;18.0005133147444;10.8157995731111;8191
-5.50583333333333;48.7823333333333;17.3205080756888;10;8308
-5.48933333333333;48.7888333333333;17.5798564471428;9.74467355189157;8450
-5.472;48.7955;16.9719118999351;10.1977534902762;8602
-5.45783333333333;48.8013333333333;17.2290630710958;10.3522655021635;8722
-5.43883333333333;48.809;17.1291829646454;9.10774813895709;8892
-5.4215;48.8151666666667;17.7310294914565;9.03441077163335;9033
-5.38183333333333;48.831;16.4379434516577;10.6749252940578;9362
-5.366;48.838;16.5807514511008;11.1838580694149;9503
-5.35366666666667;48.8438333333333;16.5807514511008;11.1838580694149;9641
-5.33433333333333;48.853;16.6657503927394;12.1083764214472;9782
-5.32083333333333;48.8598333333333;16.099437879446;11.6969262963979;9888
-5.30666666666667;48.867;16.5039463766334;11.9908189225442;10011
-5.291;48.8746666666667;16.1324379122659;12.1566639268198;10154
-5.28416666666667;48.8781666666667;16.6287858741031;11.6436012203221;10219
-5.26783333333333;48.8863333333333;16.546871919601;11.5862444518952;10382
-5.24933333333333;48.8953333333333;16.5039463766334;11.9908189225442;10522
-5.23283333333333;48.9033333333333;16.4230443685804;11.9320401730926;10675
-5.21583333333333;48.9118333333333;16.5848483846864;12.0495976719957;10840
-5.11983333333333;48.9513333333333;17.6576467214469;10.6097845396186;11602
-5.10366666666667;48.9578333333333;17.5719296643933;10.5582805356561;11760
