"x";"y";"vx";"vy";"t"
-4.43697;49.4252416666667;-13.114659864234;-7.88008264435955;0
-4.47902833333333;49.4089633333333;-13.114659864234;-7.88008264435955;456
-4.63458833333333;49.3490283333333;-13.3718102179363;-8.03459416506828;2156
-4.72669333333333;49.3113016666667;-13.0158897309878;-8.77932847783315;3126
-4.84157666666667;49.26213;-13.2646011608807;-8.94708645553196;4346
-4.88624166666667;49.24292;-13.2646011608807;-8.94708645553196;4785
-4.91577666666667;49.2303266666667;-13.4304093078971;-9.05892546285643;5099
-4.93220666666667;49.223355;-13.3475052343889;-9.00300595919419;5274
-4.95973333333333;49.2114866666667;-13.2646011608807;-8.94708645553196;5585
-4.975015;49.2049066666667;-13.3475052343889;-9.00300595919419;5713
-5.02077833333333;49.1851916666667;-13.5133118001417;-9.11484389994285;6205
-5.04188333333333;49.1762316666667;-13.5133118001417;-9.11484389994285;6466
-5.06416333333333;49.1667533333333;-13.5962158736499;-9.17076340360509;6661
-5.07658333333333;49.1614633333333;-13.5133118001417;-9.11484389994285;6769
-5.09101;49.155295;-13.4304093078971;-9.05892546285643;6940
-5.11041333333333;49.1470466666667;-13.4340932138578;-9.40665333735511;7126
-5.18583166666667;49.1153633333333;-13.9718263474777;-8.39512022809102;7927
-5.19867;49.1103383333333;-13.9718263474777;-8.39512022809102;8051
-5.21147;49.10531;-13.9718263474777;-8.39512022809102;8171
-5.22435666666667;49.100335;-13.9430093312919;-8.05000019073487;8298
-5.23629666666667;49.0958966666667;-14.1162134209614;-8.14999961853028;8427
-5.24915;49.0911016666667;-14.1162134209614;-8.14999961853028;8575
-5.262025;49.0862116666667;-14.0296122020328;-8.10000038146973;8685
-5.274025;49.0817316666667;-14.0296122020328;-8.10000038146973;8810
-5.28800666666667;49.07656;-14.1162134209614;-8.14999961853028;8942
-5.302005;49.071465;-14.0296122020328;-8.10000038146973;9107
-5.313875;49.067065;-13.9430093312919;-8.05000019073487;9193
-5.32748333333333;49.0619583333333;-13.856406460551;-8.00000000000001;9378
-5.34336666666667;49.0561166666667;-13.7698035898101;-7.94999980926514;9510
-5.355925;49.0513816666667;-13.7698035898101;-7.94999980926514;9655
-5.36878833333333;49.0466216666667;-13.9430093312919;-8.05000019073487;9766
-5.38161166666667;49.0418866666667;-13.7698035898101;-7.94999980926514;9884
-5.395465;49.0368133333333;-13.9430093312919;-8.05000019073487;10028
