"x";"y";"vx";"vy";"t"
-5.009555;49.1513816666667;-12.0963818537584;-6.43176032062211;0
-5.12459666666667;49.1109283333333;-12.2446758999515;-6.78733468344872;1373
-5.159775;49.0985866666667;-11.8948283507367;-6.59341102029037;1762
-5.19060166666667;49.08758;-11.7432031534326;-6.24397187459694;2140
-5.20972666666667;49.0808833333333;-12.0963818537584;-6.43176032062211;2394
-5.22083;49.077085;-12.6261507462915;-6.71344343738283;2511
-5.23849333333333;49.0711116666667;-12.028588076543;-6.12887174648388;2725
-5.30966333333333;49.0472183333333;-11.7612859493404;-5.9926745099702;3558
-5.34010166666667;49.0371883333333;-12.3849903463263;-6.31046777319607;3910
-5.36115666666667;49.0305816666667;-12.4164165095376;-5.78987010523955;4148
-5.3749;49.0264033333333;-11.5045639640607;-5.61115076251286;4317
-5.43119166666667;49.0091366666667;-12.7896364069964;-5.6943130030612;5001
-5.45073;49.0033416666667;-12.6069274897129;-5.6129657520249;5211
-5.49103;48.9913783333333;-11.9632626160193;-5.5785609743692;5663
-5.506485;48.9868233333333;-11.967445843608;-5.3282501794507;5851
-5.52206166666667;48.9821416666667;-11.4193182205325;-5.0842080384475;6041
-5.53398666666667;48.9785866666667;-11.510108722501;-5.36725184349885;6181
-5.60226333333333;48.9577166666667;-11.2349255787396;-5.47963933486347;7028
-5.61492166666667;48.9539333333333;-10.9663245688724;-5.11368112827854;7161
-5.691495;48.92801;-11.4860415024249;-6.9015100073233;8097
-5.704865;48.9229383333333;-10.6288742017228;-6.38647193241324;8271
-5.75729166666667;48.9017333333333;-10.9432957996002;-7.38134621915628;8927
-5.801075;48.8750216666667;-7.20690219571974;-11.5334544312321;9583
-5.882925;48.7811916666667;-5.13211025834746;-12.7024186307187;11281
-5.93220166666667;48.6857083333333;-0.955663676989519;-13.6666272982894;12883
-5.927775;48.6611266666667;3.83135914070899;-13.3615372068504;13248
-5.92368166666667;48.65183;3.3627142565495;-13.4871102250979;13393
-5.91168833333333;48.6243016666667;4.00549229893602;-13.1013749742929;13863
-5.896945;48.5907766666667;3.51993911212592;-13.1365916060028;14391
-5.887135;48.5694666666667;2.82759907443354;-13.3028077431135;14757
-5.88420833333333;48.561585;2.34425039850356;-13.2949046656648;14877
-5.88087666666667;48.5524866666667;3.05933442488858;-13.2514332527719;15017
-5.87824;48.5450966666667;2.84839012454729;-13.4006219434863;15161
-5.87167166666667;48.52731;2.32688551449534;-13.1964235146892;15443
-5.86740333333333;48.515755;3.01434404239577;-13.0565584964295;15637
-5.85324;48.4887166666667;4.49284059360596;-13.0481565236139;16070
-5.84804166666667;48.4806183333333;5.16957106059013;-12.795137369868;16239
-5.84274666666667;48.473035;5.13211025834746;-12.7024186307187;16367
-5.83436166666667;48.4611283333333;3.88854372857788;-12.718853436709;16551
-5.829515;48.4514466666667;4.69462027574996;-12.229903943246;16729
-5.82262166666667;48.4433566666667;6.29091876224175;-11.8314974074918;16899
-5.81404666666667;48.4342966666667;5.96184776355677;-12.2235993725314;17067
-5.80671666666667;48.4263466666667;6.03807373312779;-11.8503869416513;17190
-5.80075833333333;48.4199916666667;6.29091876224175;-11.8314974074918;17312
-5.79076;48.4092816666667;6.38481343297731;-12.0080875996992;17510
-5.78438166666667;48.4023883333333;6.0834725233263;-11.9394870842321;17681
-5.77610666666667;48.393485;6.03807373312779;-11.8503869416513;17827
-5.772015;48.3868216666667;3.36464758633277;-12.5570357417579;17942
-5.76750333333333;48.37752;3.39052958957466;-12.6536286928583;18108
-5.76278333333333;48.368295;3.39052958957466;-12.6536286928583;18257
-5.75923333333333;48.3613566666667;3.41641134598746;-12.75022072278;18374
-5.75442333333333;48.35212;3.16917692464153;-12.710874384354;18561
-5.75066666666667;48.3447066666667;3.36464758633277;-12.5570357417579;18682
-5.74666;48.3361033333333;2.90186851522384;-12.5693734640369;18822
-5.74201166666667;48.3258016666667;2.90186851522384;-12.5693734640369;18991
-5.73800166666667;48.316555;2.92436370647024;-12.6668108422081;19164
-5.73271;48.3050283333333;3.14498464279568;-12.613844441588;19368
-5.72687666666667;48.291745;2.92436370647024;-12.6668108422081;19621
-5.72343833333333;48.28418;2.92436370647024;-12.6668108422081;19712
-5.71946833333333;48.27562;3.14498464279568;-12.613844441588;19863
-5.71567666666667;48.267685;2.66126968212333;-12.5202894759596;20034
-5.71126333333333;48.2585566666667;3.33876558309089;-12.4604427906575;20207
-5.70605833333333;48.2470716666667;2.70285198063087;-12.7159188095395;20393
-5.697065;48.2274816666667;3.16917692464153;-12.710874384354;20706
-5.69392666666667;48.2205166666667;2.96935387443301;-12.8616846693188;20891
-5.68569333333333;48.2022633333333;2.76522552753221;-13.0093632763265;21140
-5.68068333333333;48.1910616666667;2.96935387443301;-12.8616846693188;21327
-5.67488666666667;48.1775166666667;3.21756125761852;-12.90493334454;21584
-5.66088833333333;48.1451583333333;2.80680782603975;-13.2049926099064;22088
-5.65314833333333;48.12658;3.26594559059551;-13.098992304726;22407
-5.63586;48.084035;3.1268195695677;-13.5437435288221;23117
-5.63191166666667;48.0741633333333;3.10432459285134;-13.4463070798826;23294
-5.62761333333333;48.0630516666667;3.1268195695677;-13.5437435288221;23444
